"空间键","空间名称","页面ID","父页面ID","父页面标题","标题","层级深度","同级序号","目录路径","主题推断","最后修改时间","最后修改人","子页面是否截断","链接"
"test1","test1","13720385","8880958","test1 Home","PRD报告","1","6","test1 Home / PRD报告","需求与功能","2017-03-19 09:07:14","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=13720385"
"test1","test1","13720387","13720385","PRD报告","2","2","1","test1 Home / PRD报告 / 2","需求与功能","2017-03-19 13:56:00","冯美美","否","http://dmtks.hisense.com/display/test1/2"
"test1","test1","13720390","8880958","test1 Home","PRD报告2","1","7","test1 Home / PRD报告2","需求与功能","2017-03-19 09:13:15","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=13720390"
"test1","test1","13720393","8880958","test1 Home","prd报告3","1","8","test1 Home / prd报告3","需求与功能","2017-03-19 10:16:31","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=13720393"
"test1","test1","13720436","13720393","prd报告3","3","2","1","test1 Home / prd报告3 / 3","需求与功能","2017-03-19 13:17:43","冯美美","否","http://dmtks.hisense.com/display/test1/3"
"test1","test1","224241713","8880958","test1 Home","test11111","1","9","test1 Home / test11111","测试与验证","2023-11-13 10:26:59","李燕芬","否","http://dmtks.hisense.com/display/test1/test11111"
"test1","test1","224241769","224241713","test11111","[test]vidaa需求类","2","1","test1 Home / test11111 / [test]vidaa需求类","需求与功能","2023-11-13 10:31:15","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=224241769"
"test1","test1","224241786","224241713","test11111","文件列表测试","2","2","test1 Home / test11111 / 文件列表测试","测试与验证","2023-11-13 10:35:27","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=224241786"
"test1","test1","13720371","8880958","test1 Home","任务","1","10","test1 Home / 任务","测试与验证","2017-03-19 10:36:24","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=13720371"
"test1","test1","13706453","13720371","任务","ceshi","2","1","test1 Home / 任务 / ceshi","测试与验证","2017-05-10 14:51:40","冯美美","否","http://dmtks.hisense.com/display/test1/ceshi"
"test1","test1","24052833","8880958","test1 Home","共性问题宣贯材料","1","11","test1 Home / 共性问题宣贯材料","测试与验证","2018-07-19 15:45:16","闫伟玲","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=24052833"
"test1","test1","26677572","24052833","共性问题宣贯材料","新品上线准时率等指标讨论会议纪要","2","1","test1 Home / 共性问题宣贯材料 / 新品上线准时率等指标讨论会议纪要","测试与验证","2018-07-19 15:44:30","闫伟玲","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=26677572"
"test1","test1","49516829","8880958","test1 Home","头脑风暴 - 于涛","1","12","test1 Home / 头脑风暴 - 于涛","测试与验证","2019-03-21 19:55:36","未知用户 (yutao8)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=49516829"
"test1","test1","49516835","49516829","头脑风暴 - 于涛","二级目录测试","2","1","test1 Home / 头脑风暴 - 于涛 / 二级目录测试","测试与验证","2019-03-21 19:56:42","未知用户 (yutao8)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=49516835"
"test1","test1","13717602","8880958","test1 Home","流程培训","1","13","test1 Home / 流程培训","测试与验证","2018-07-19 15:46:09","闫伟玲","是","http://dmtks.hisense.com/pages/viewpage.action?pageId=13717602"
"test1","test1","17171213","13717602","流程培训","0","2","1","test1 Home / 流程培训 / 0","测试与验证","2019-04-29 12:04:37","冯美美","否","http://dmtks.hisense.com/display/test1/0"
"test1","test1","15862124","13717602","流程培训","11.认证管理","2","2","test1 Home / 流程培训 / 11.认证管理","测试与验证","2017-09-26 16:37:54","胡孝鹏","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=15862124"
"test1","test1","43319905","13717602","流程培训","12","2","3","test1 Home / 流程培训 / 12","测试与验证","2021-09-27 11:32:52","冯美美","否","http://dmtks.hisense.com/display/test1/12"
"test1","test1","149982669","13717602","流程培训","12345","2","4","test1 Home / 流程培训 / 12345","测试与验证","2022-07-21 16:04:02","冯美美","否","http://dmtks.hisense.com/display/test1/12345"
"test1","test1","14533103","13717602","流程培训","2017-04-10 会议纪要","2","5","test1 Home / 流程培训 / 2017-04-10 会议纪要","测试与验证","2022-03-29 12:54:53","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=14533103"
"test1","test1","15763205","13717602","流程培训","2017-09-07 会议纪要","2","6","test1 Home / 流程培训 / 2017-09-07 会议纪要","测试与验证","2022-01-08 14:47:17","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=15763205"
"test1","test1","26677487","13717602","流程培训","2018-07-19 会议纪要","2","7","test1 Home / 流程培训 / 2018-07-19 会议纪要","测试与验证","2021-10-20 14:26:06","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=26677487"
"test1","test1","42668807","13717602","流程培训","7、TCP分析共享","2","8","test1 Home / 流程培训 / 7、TCP分析共享","测试与验证","2019-01-11 10:27:47","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=42668807"
"test1","test1","12978827","13717602","流程培训","A888","2","9","test1 Home / 流程培训 / A888","测试与验证","2017-03-07 14:23:41","未知用户 (liuchuanjun)","否","http://dmtks.hisense.com/display/test1/A888"
"test1","test1","15861270","13717602","流程培训","adb操作命令","2","10","test1 Home / 流程培训 / adb操作命令","测试与验证","2017-09-25 16:23:18","未知用户 (majunfeng)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=15861270"
"test1","test1","15883296","13717602","流程培训","APK管理","2","11","test1 Home / 流程培训 / APK管理","测试与验证","2017-10-31 18:33:41","高铭英","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=15883296"
"test1","test1","14519984","13717602","流程培训","DITAA Diagrams","2","12","test1 Home / 流程培训 / DITAA Diagrams","测试与验证","2018-06-13 10:07:17","冯美美","否","http://dmtks.hisense.com/display/test1/DITAA+Diagrams"
"test1","test1","14519958","13717602","流程培训","English title test","2","13","test1 Home / 流程培训 / English title test","测试与验证","2017-04-07 12:23:59","赵树斌","否","http://dmtks.hisense.com/display/test1/English+title+test"
"test1","test1","131936056","13717602","流程培训","HUSA Test","2","14","test1 Home / 流程培训 / HUSA Test","测试与验证","2021-07-24 00:28:15","Sam Qin/秦曙光","否","http://dmtks.hisense.com/display/test1/HUSA+Test"
"test1","test1","14519634","13717602","流程培训","MyTestContent","2","15","test1 Home / 流程培训 / MyTestContent","测试与验证","2017-04-06 17:14:09","赵树斌","否","http://dmtks.hisense.com/display/test1/MyTestContent"
"test1","test1","125473458","13717602","流程培训","PRD","2","16","test1 Home / 流程培训 / PRD","需求与功能","2021-05-19 13:39:22","冯美美","否","http://dmtks.hisense.com/display/test1/PRD"
"test1","test1","199890511","13717602","流程培训","test 创建","2","17","test1 Home / 流程培训 / test 创建","测试与验证","2025-03-26 17:07:02","王笑言","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=199890511"
"test1","test1","14519985","13717602","流程培训","uml","2","18","test1 Home / 流程培训 / uml","测试与验证","2017-04-07 12:58:52","赵树斌","否","http://dmtks.hisense.com/display/test1/uml"
"test1","test1","15573212","13717602","流程培训","UML Diagrams","2","19","test1 Home / 流程培训 / UML Diagrams","测试与验证","2017-08-03 14:36:55","未知用户 (zhanghuawei1)","否","http://dmtks.hisense.com/display/test1/UML+Diagrams"
"test1","test1","15591873","13717602","流程培训","UXD","2","20","test1 Home / 流程培训 / UXD","测试与验证","2017-08-29 10:23:01","冯美美","否","http://dmtks.hisense.com/display/test1/UXD"
"test1","test1","120526479","13717602","流程培训","week10-21_SLAM","2","21","test1 Home / 流程培训 / week10-21_SLAM","测试与验证","2021-03-31 16:25:00","王冉冉","否","http://dmtks.hisense.com/display/test1/week10-21_SLAM"
"test1","test1","201044435","13717602","流程培训","任务列表","2","22","test1 Home / 流程培训 / 任务列表","测试与验证","2023-03-01 16:54:20","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=201044435"
"test1","test1","106339423","13717602","流程培训","任职资格认证公示材料2020","2","23","test1 Home / 流程培训 / 任职资格认证公示材料2020","测试与验证","2020-11-13 17:49:59","刘莎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=106339423"
"test1","test1","15882925","13717602","流程培训","决策1","2","24","test1 Home / 流程培训 / 决策1","测试与验证","2018-05-30 21:09:23","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=15882925"
"test1","test1","15882929","13717602","流程培训","决策2","2","25","test1 Home / 流程培训 / 决策2","测试与验证","2021-05-11 16:05:43","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=15882929"
"test1","test1","46107945","13717602","流程培训","刘涛瑜周报KW7 2019.02.11-15","2","26","test1 Home / 流程培训 / 刘涛瑜周报KW7 2019.02.11-15","测试与验证","2019-02-15 15:56:45","未知用户 (liutaoyu)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=46107945"
"test1","test1","185290838","13717602","流程培训","商显机器 升级写Room License文件的方法","2","27","test1 Home / 流程培训 / 商显机器 升级写Room License文件的方法","测试与验证","2023-02-28 15:03:34","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=185290838"
"test1","test1","132624748","13717602","流程培训","复制从 01）Scan功能","2","28","test1 Home / 流程培训 / 复制从 01）Scan功能","测试与验证","2021-07-30 17:50:27","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=132624748"
"test1","test1","15763209","13717602","流程培训","复制从 2017-09-07 会议纪要","2","29","test1 Home / 流程培训 / 复制从 2017-09-07 会议纪要","测试与验证","2017-09-07 10:51:27","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=15763209"
"test1","test1","15861276","13717602","流程培训","手动使用ADB开启应用：","2","30","test1 Home / 流程培训 / 手动使用ADB开启应用：","测试与验证","2021-03-01 18:23:27","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=15861276"
"test1","test1","177868597","13717602","流程培训","手机Log问题经验总结","2","31","test1 Home / 流程培训 / 手机Log问题经验总结","测试与验证","2022-09-01 15:13:31","未知用户 (caoyang11)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=177868597"
"test1","test1","15861269","13717602","流程培训","指导文章","2","32","test1 Home / 流程培训 / 指导文章","测试与验证","2017-09-25 16:23:19","未知用户 (majunfeng)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=15861269"
"test1","test1","39394097","13717602","流程培训","杨艺涛 工作周报-20181207","2","33","test1 Home / 流程培训 / 杨艺涛 工作周报-20181207","测试与验证","2021-02-01 16:21:54","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=39394097"
"test1","test1","14519528","13717602","流程培训","模组电路(alpha version)","2","34","test1 Home / 流程培训 / 模组电路(alpha version)","测试与验证","2017-04-08 12:32:15","赵树斌","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=14519528"
"test1","test1","13707158","13717602","流程培训","测试","2","35","test1 Home / 流程培训 / 测试","测试与验证","2021-03-10 16:56:00","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=13707158"
"test1","test1","15874113","13717602","流程培训","测试11","2","36","test1 Home / 流程培训 / 测试11","测试与验证","2021-07-12 09:25:51","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=15874113"
"test1","test1","15874118","13717602","流程培训","测试22","2","37","test1 Home / 流程培训 / 测试22","测试与验证","2021-11-22 11:47:18","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=15874118"
"test1","test1","15874128","13717602","流程培训","测试3","2","38","test1 Home / 流程培训 / 测试3","测试与验证","2022-01-16 08:45:19","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=15874128"
"test1","test1","13713931","13717602","流程培训","测试@功能","2","39","test1 Home / 流程培训 / 测试@功能","测试与验证","2017-03-02 09:26:44","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=13713931"
"test1","test1","39394038","13717602","流程培训","熊俭荣的周报2018.12.3--7","2","40","test1 Home / 流程培训 / 熊俭荣的周报2018.12.3--7","测试与验证","2021-03-03 11:46:14","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=39394038"
"test1","test1","264601602","8880958","test1 Home","测试1111","1","14","test1 Home / 测试1111","测试与验证","2025-02-13 16:03:56","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=264601602"
"test1","test1","233635881","8880958","test1 Home","测试新环境","1","15","test1 Home / 测试新环境","测试与验证","2025-11-30 07:06:11","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=233635881"
"VIDAA","VIDAA","66391221","","","VIDAA Main page","0","1","VIDAA Main page","其他","2025-06-25 21:21:06","Talha Sentürk","否","http://dmtks.hisense.com/display/VIDAA/VIDAA+Main+page"
"VIDAA","VIDAA","66391561","66391221","VIDAA Main page","Partner Engagement Management (PEM)","1","1","VIDAA Main page / Partner Engagement Management (PEM)","其他","2025-05-02 21:54:29","张余庆/Louis Zhang","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=66391561"
"VIDAA","VIDAA","157204346","66391561","Partner Engagement Management (PEM)","APEM framework","2","1","VIDAA Main page / Partner Engagement Management (PEM) / APEM framework","其他","2022-03-18 20:17:38","未知用户 (jochen.fiedler)","否","http://dmtks.hisense.com/display/VIDAA/APEM+framework"
"VIDAA","VIDAA","66391626","66391561","Partner Engagement Management (PEM)","BD PEM KITS","2","2","VIDAA Main page / Partner Engagement Management (PEM) / BD PEM KITS","其他","2022-03-24 03:32:53","未知用户 (justin.hansford)","否","http://dmtks.hisense.com/display/VIDAA/BD+PEM+KITS"
